#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
OH|SSF2||HHZ|38.6886|-83.1276|324.0|0.0|0.0|-90.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2020-10-21T00:00:00.0000|
OH|SSFO||HHE|38.6953|-83.1972|365.0|0.0|90.0|0.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2016-01-05T00:00:00.0000|2020-10-28T00:00:00.0000
OH|SSFO||HHN|38.6953|-83.1972|365.0|0.0|0.0|0.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2016-01-05T00:00:00.0000|2020-10-28T00:00:00.0000
OH|SSFO||HHZ|38.6953|-83.1972|365.0|0.0|0.0|-90.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2016-01-05T00:00:00.0000|2020-10-28T00:00:00.0000
OH|SSPO||HHE|39.803383|-84.334171|286.0|0.0|90.0|0.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2019-06-28T00:00:00.0000|
OH|SSPO||HHN|39.803383|-84.334171|286.0|0.0|0.0|0.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2019-06-28T00:00:00.0000|
OH|SSPO||HHZ|39.803383|-84.334171|286.0|0.0|0.0|-90.0|CMG-6T, 30s-100Hz, 2400 V/m/s-6TD, gain 1, 100 sps|2.23853E9|0.05|m/s|100.0|2019-06-28T00:00:00.0000|
OH|SVWO|10|HHE|39.58466|-84.002617|268.9|0.0|90.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-09-01T00:00:00.0000|
OH|SVWO|10|HHN|39.58466|-84.002617|268.9|0.0|0.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-09-01T00:00:00.0000|
OH|SVWO|10|HHZ|39.58466|-84.002617|268.9|0.0|0.0|-90.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-09-01T00:00:00.0000|
OH|VLOH||HHE|40.322809|-84.243146|304.0|0.0|270.0|0.0|L-22D, 2 Hz, 87.9 V/m/s, Rc=5470 Ohms, Rs=20000 Oh|34592.0|0.05|m/s|100.0|2019-07-24T12:00:00.0000|2021-07-08T12:00:00.0000
OH|VLOH||HHN|40.322809|-84.243146|304.0|0.0|180.0|0.0|L-22D, 2 Hz, 87.9 V/m/s, Rc=5470 Ohms, Rs=20000 Oh|34592.0|0.05|m/s|100.0|2019-07-24T12:00:00.0000|2021-07-08T12:00:00.0000
OH|VLOH||HHZ|40.322809|-84.243146|304.0|0.0|0.0|90.0|L-22D, 2 Hz, 87.9 V/m/s, Rc=5470 Ohms, Rs=20000 Oh|34592.0|0.05|m/s|100.0|2019-07-24T12:00:00.0000|2021-07-08T12:00:00.0000
OH|VLOH|10|HHE|40.322765|-84.243279|300.5|0.0|90.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-07-08T12:00:00.0000|
OH|VLOH|10|HHN|40.322765|-84.243279|300.5|0.0|0.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-07-08T12:00:00.0000|
OH|VLOH|10|HHZ|40.322765|-84.243279|300.5|0.0|0.0|-90.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-07-08T12:00:00.0000|
OH|WODO|10|HHE|39.529552|-82.126205|305.6|0.0|90.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-10-20T00:00:00.0000|
OH|WODO|10|HHN|39.529552|-82.126205|305.6|0.0|0.0|0.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-10-20T00:00:00.0000|
OH|WODO|10|HHZ|39.529552|-82.126205|305.6|0.0|0.0|-90.0|Guralp 40T analogue instrument with Minimus digitizer.|8.17892575942497E8|1.0|m/s|200.0|2021-10-20T00:00:00.0000|
PE|IUPA||HHE|40.60667|-79.16967|398.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-11-14T00:00:00.0000|
PE|IUPA||HHN|40.60667|-79.16967|398.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-11-14T00:00:00.0000|
PE|IUPA||HHZ|40.60667|-79.16967|398.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-11-14T00:00:00.0000|
PE|PABK||HHE|40.266521|-78.583679|482.0|0.0|90.0|0.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-09-13T00:00:00.0000|2018-08-07T14:30:00.0000
PE|PABK||HHE|40.266521|-78.583679|482.0|0.0|90.0|0.0|Trillium Compact, 120 s, 754 V/m/s-RT130S, gain 1,|2.76725E8|0.05|m/s|100.0|2018-08-07T14:30:01.0000|
PE|PABK||HHN|40.266521|-78.583679|482.0|0.0|0.0|0.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-09-13T00:00:00.0000|2018-08-07T14:30:00.0000
PE|PABK||HHN|40.266521|-78.583679|482.0|0.0|0.0|0.0|Trillium Compact, 120 s, 754 V/m/s-RT130S, gain 1,|2.76725E8|0.05|m/s|100.0|2018-08-07T14:30:01.0000|
PE|PABK||HHZ|40.266521|-78.583679|482.0|0.0|0.0|-90.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-09-13T00:00:00.0000|2018-08-07T14:30:00.0000
PE|PABK||HHZ|40.266521|-78.583679|482.0|0.0|0.0|-90.0|Trillium Compact, 120 s, 754 V/m/s-RT130S, gain 1,|2.76725E8|0.05|m/s|100.0|2018-08-07T14:31:00.0000|
PE|PACW||HHE|39.995014|-77.924789|394.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-05-10T00:00:00.0000|
PE|PACW||HHN|39.995014|-77.924789|394.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-05-10T00:00:00.0000|
PE|PACW||HHZ|39.995014|-77.924789|394.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-05-10T00:00:00.0000|
PE|PADC||HHE|40.20529|-77.20025|164.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2019-08-21T16:00:00.0000|
PE|PADC||HHN|40.20529|-77.20025|164.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2019-08-21T16:00:00.0000|
PE|PADC||HHZ|40.20529|-77.20025|164.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2019-08-21T16:00:00.0000|
PE|PAGS||BHE|40.2277|-76.7222|120.0|0.0|90.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.18441E9|0.2|m/s|50.0|2009-02-12T22:40:50.0000|2019-06-06T17:00:00.0000
PE|PAGS||BHN|40.2277|-76.7222|120.0|0.0|0.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.18441E9|0.2|m/s|50.0|2009-02-12T22:40:50.0000|2019-06-06T17:00:00.0000
PE|PAGS||BHZ|40.2277|-76.7222|120.0|0.0|0.0|-90.0|Guralp CMG3T/Guralp DM24 Datalogger|1.18441E9|0.2|m/s|50.0|2009-02-12T22:40:50.0000|2019-06-06T17:00:00.0000
PE|PAGS||HHE|40.2277|-76.7222|120.0|0.0|90.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821475764347094E8|1.0|M/S|100.0|2019-06-06T17:00:01.0000|
PE|PAGS||HHN|40.2277|-76.7222|120.0|0.0|0.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821475764347094E8|1.0|M/S|100.0|2019-06-06T17:00:01.0000|
PE|PAGS||HHZ|40.2277|-76.7222|120.0|0.0|0.0|-90.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821475764347094E8|1.0|M/S|100.0|2019-06-06T17:00:01.0000|
PE|PAKS||HHE|40.376099|-79.379509|336.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-06-13T00:00:00.0000|
PE|PAKS||HHN|40.376099|-79.379509|336.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-06-13T00:00:00.0000|
PE|PAKS||HHZ|40.376099|-79.379509|336.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-06-13T00:00:00.0000|
PE|PALB||HHE|40.458912|-77.167831|145.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-12-21T00:00:00.0000|
PE|PALB||HHN|40.458912|-77.167831|145.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-12-21T00:00:00.0000|
PE|PALB||HHZ|40.458912|-77.167831|145.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-12-21T00:00:00.0000|
PE|PAMR||HHE|40.9398|-80.097298|393.0|0.0|90.0|0.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-08-01T00:00:00.0000|
PE|PAMR||HHN|40.9398|-80.097298|393.0|0.0|0.0|0.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-08-01T00:00:00.0000|
PE|PAMR||HHZ|40.9398|-80.097298|393.0|0.0|0.0|-90.0|CMG-3T, 120 s, 1500 V/m/s-RT130S, gain 1, 100 sps|5.50308E8|0.05|m/s|100.0|2016-08-01T00:00:00.0000|
PE|PARS||HHE|39.886318|-80.445221|305.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-15T00:00:00.0000|
PE|PARS||HHN|39.886318|-80.445221|305.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-15T00:00:00.0000|
PE|PARS||HHZ|39.886318|-80.445221|305.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-15T00:00:00.0000|
PE|PASH||HHE|40.026001|-78.635689|393.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-22T00:00:00.0000|
PE|PASH||HHN|40.026001|-78.635689|393.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-22T00:00:00.0000|
PE|PASH||HHZ|40.026001|-78.635689|393.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-22T00:00:00.0000|
PE|PSAL||HHE|40.543701|-78.414497|402.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-11-16T17:00:00.0000|
PE|PSAL||HHN|40.543701|-78.414497|402.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-11-16T17:00:00.0000|
PE|PSAL||HHZ|40.543701|-78.414497|402.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2015-11-16T17:00:00.0000|
PE|PSBK||HHE|40.363209|-75.973801|83.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-16T00:00:00.0000|
PE|PSBK||HHN|40.363209|-75.973801|83.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-16T00:00:00.0000|
PE|PSBK||HHZ|40.363209|-75.973801|83.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-16T00:00:00.0000|
PE|PSBV||HHE|40.679951|-80.297501|307.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-26T00:00:00.0000|
PE|PSBV||HHN|40.679951|-80.297501|307.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-26T00:00:00.0000|
PE|PSBV||HHZ|40.679951|-80.297501|307.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-26T00:00:00.0000|
PE|PSMA||HHE|39.84301|-77.543404|299.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-24T15:00:00.0000|
PE|PSMA||HHN|39.84301|-77.543404|299.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-24T15:00:00.0000|
PE|PSMA||HHZ|39.84301|-77.543404|299.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-02-24T15:00:00.0000|
PE|PSRS||HHE|40.720837|-77.932129|370.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2018-12-20T10:00:00.0000|2021-09-30T00:00:00.0000
PE|PSRS||HHN|40.720837|-77.932129|370.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2018-12-20T10:00:00.0000|2021-09-30T00:00:00.0000
PE|PSRS||HHZ|40.720837|-77.932129|370.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2018-12-20T10:00:00.0000|2021-09-30T00:00:00.0000
PE|PSSK||HHE|40.642586|-76.164978|227.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-25T00:00:00.0000|
PE|PSSK||HHN|40.642586|-76.164978|227.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-25T00:00:00.0000|
PE|PSSK||HHZ|40.642586|-76.164978|227.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-04-25T00:00:00.0000|
PE|PSUB||BHE|39.92726|-75.45126|110.0|0.0|90.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-01-30T00:00:00.0000|2015-12-31T23:59:59.0000
PE|PSUB||BHN|39.92726|-75.45126|110.0|0.0|0.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-01-30T00:00:00.0000|2015-12-31T23:59:59.0000
PE|PSUB||BHZ|39.92726|-75.45126|110.0|0.0|0.0|-90.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-01-30T00:00:00.0000|2015-12-31T23:59:59.0000
PE|PSUB||HHE|39.92726|-75.45126|110.0|0.0|90.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-01T23:00:00.0000|2020-07-01T16:59:59.0000
PE|PSUB||HHE|39.92726|-75.45126|110.0|0.0|90.0|0.0|Trillium Compact, 120 s, 754 V/m/s|4.74950391689962E8|1.0|M/S|100.0|2020-07-01T17:00:00.0000|
PE|PSUB||HHN|39.92726|-75.45126|110.0|0.0|0.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-01T23:00:00.0000|2020-07-01T16:59:59.0000
PE|PSUB||HHN|39.92726|-75.45126|110.0|0.0|0.0|0.0|Trillium Compact, 120 s, 754 V/m/s|4.74950391689962E8|1.0|M/S|100.0|2020-07-01T17:00:00.0000|
PE|PSUB||HHZ|39.92726|-75.45126|110.0|0.0|0.0|-90.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-01T23:00:00.0000|2020-07-01T16:59:59.0000
PE|PSUB||HHZ|39.92726|-75.45126|110.0|0.0|0.0|-90.0|Trillium Compact, 120 s, 754 V/m/s|4.74950391689962E8|1.0|M/S|100.0|2020-07-01T17:00:00.0000|
PE|PSUF||HHE|39.944199|-79.658798|373.0|0.0|90.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-07T15:00:00.0000|
PE|PSUF||HHN|39.944199|-79.658798|373.0|0.0|0.0|0.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-07T15:00:00.0000|
PE|PSUF||HHZ|39.944199|-79.658798|373.0|0.0|0.0|-90.0|Nanometrics Trillium Compact/Reftek 130 Datalogger|4.70854E8|0.4|m/s|100.0|2016-01-07T15:00:00.0000|
PE|UPAO||BHE|40.48253|-80.02056|274.0|0.0|90.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-07-30T00:00:00.0000|2013-11-05T17:18:52.0000
PE|UPAO||BHN|40.48253|-80.02056|274.0|0.0|0.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-07-30T00:00:00.0000|2013-11-05T17:18:52.0000
PE|UPAO||BHZ|40.48253|-80.02056|274.0|0.0|0.0|-90.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2009-07-30T00:00:00.0000|2013-11-05T17:18:52.0000
PE|UPAO||HHE|40.48253|-80.02056|274.0|0.0|90.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2014-04-07T16:27:52.0000|2022-10-26T14:59:59.0000
PE|UPAO||HHE|40.48253|-80.02056|274.0|0.0|90.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|9.446572440155133E8|1.0|M/S|100.0|2022-10-26T15:00:00.0000|
PE|UPAO||HHN|40.48253|-80.02056|274.0|0.0|0.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2014-04-07T16:27:52.0000|2022-10-26T14:59:59.0000
PE|UPAO||HHN|40.48253|-80.02056|274.0|0.0|0.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|9.446572440155133E8|1.0|M/S|100.0|2022-10-26T15:00:00.0000|
PE|UPAO||HHZ|40.48253|-80.02056|274.0|0.0|0.0|-90.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2014-04-07T16:27:52.0000|2022-10-26T14:59:59.0000
PE|UPAO||HHZ|40.48253|-80.02056|274.0|0.0|0.0|-90.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|9.446572440155133E8|1.0|M/S|100.0|2022-10-26T15:00:00.0000|
PE|WRPS||BHE|40.79418|-77.86532|320.0|0.0|90.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2005-04-06T13:59:43.0000|2016-01-11T21:54:58.0000
PE|WRPS||BHN|40.79418|-77.86532|320.0|0.0|0.0|0.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2005-04-06T13:59:43.0000|2016-01-11T21:54:58.0000
PE|WRPS||BHZ|40.79418|-77.86532|320.0|0.0|0.0|-90.0|CMG-3T, 120s to 50Hz, 1500 V/m/s|5.2821287575722486E8|1.0|M/S|50.0|2005-04-06T13:59:43.0000|2016-01-11T21:54:58.0000
PE|WRPS||HHE|40.79418|-77.86532|320.0|0.0|90.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-11T21:54:59.0000|
PE|WRPS||HHN|40.79418|-77.86532|320.0|0.0|0.0|0.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-11T21:54:59.0000|
PE|WRPS||HHZ|40.79418|-77.86532|320.0|0.0|0.0|-90.0|Guralp CMG3T/Guralp DM24 Datalogger|1.1844E9|0.3|m/s|100.0|2016-01-11T21:54:59.0000|
PN|PPBLN||BHZ|39.1987|-86.549797|231.6|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPBLO||BHZ|39.172001|-86.522003|246.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPBNL||BHZ|38.882999|-86.450996|203.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPCAR||BHZ|39.98|-86.119003|256.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPCHS||BHZ|32.459|-84.943001|101.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPCWF||BHZ|40.021999|-86.907997|226.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPDWP||BHZ|39.973301|-82.802902|241.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPEGH||BHZ|39.042999|-86.736|262.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPGUY||BHZ|40.346001|-74.654999|46.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPHHS||BHE|37.972|-87.486|122.2|0.0|90.0|0.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPHHS||BHN|37.972|-87.486|122.2|0.0|0.0|0.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPHHS||BHZ|37.972|-87.486|122.2|0.0|0.0|-90.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPMOO||BHZ|39.6194|-86.3769|214.9|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|2007-04-17T00:00:00.0000|
PN|PPMUN||BHE|40.201|-85.387001|280.0|0.0|90.0|0.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPMUN||BHN|40.201|-85.387001|280.0|0.0|0.0|0.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPMUN||BHZ|40.201|-85.387001|280.0|0.0|0.0|-90.0|Guralp CMG40T_30sec/PEPPV digitizer (older sensors|2.02294E9|0.3|M/S|20.0|1999-01-01T00:00:00.0000|
PN|PPNAF||BHZ|38.333|-85.931|229.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|2016-02-09T00:00:00.0000
PN|PPNAF|00|HHE|38.333|-85.931|229.0|0.0|90.0|0.0|peppv_vel:PEPPV|-4.97955E8|1.51987|M/S|100.0|2016-02-09T00:00:00.0000|
PN|PPNAF|00|HHN|38.333|-85.931|229.0|0.0|0.0|0.0|peppv_vel:PEPPV|-4.97955E8|1.51987|M/S|100.0|2016-02-09T00:00:00.0000|
PN|PPNAF|00|HHZ|38.333|-85.931|229.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97955E8|1.51987|M/S|100.0|2016-02-09T00:00:00.0000|
PN|PPNVW||BHZ|39.518002|-87.166|0.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPOHH||BHZ|40.577999|-85.822998|259.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPPCC||BHZ|38.111|-86.605003|227.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPPCH||BHZ|38.367001|-87.581001|143.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPPHS||BHZ|40.861|-86.494003|223.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PPWHI||BHZ|39.330002|-86.050003|243.0|0.0|0.0|-90.0|peppv_vel:PEPPV|-4.97957E8|1.51987|M/S|20.0|1999-01-10T00:00:00.0000|
PN|PURD||BHE|40.438|-86.946198|207.0|0.0|90.0|0.0|Guralp CMG3ESP.30s.DM24.100hz|1.58019E9|1.0|0|100.0|1999-01-10T00:00:00.0000|
PN|PURD||BHN|40.438|-86.946198|207.0|0.0|0.0|0.0|Guralp CMG3ESP.30s.DM24.100hz|1.58019E9|1.0|0|100.0|1999-01-10T00:00:00.0000|
PN|PURD||BHZ|40.438|-86.946198|207.0|0.0|0.0|90.0|Guralp CMG3ESP.30s.DM24.100hz|1.58019E9|1.0|0|100.0|1999-01-10T00:00:00.0000|
SP|ACFLR|00|BHE|34.016529|-80.982887|91.4|90.0|90.0|0.0|PMD2023:PMD2023|1.04178E9|1.0|M/S|20.0|2001-09-17T01:00:00.0000|2004-01-24T15:56:00.0000
