#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
4N|NJ10|00|BHE|40.817749|-74.679901|262.0|0.0|90.0|0.0|Silicon Audio 213P40|2.245779978E8|1.0|M/S|50.0|2024-04-10T20:25:49.0000|2024-12-12T16:23:30.0000
4N|NJ10|00|BHN|40.817749|-74.679901|262.0|0.0|0.0|0.0|Silicon Audio 213P40|2.284698174E8|1.0|M/S|50.0|2024-04-10T20:25:49.0000|2024-12-12T16:23:30.0000
4N|NJ10|00|BHZ|40.817749|-74.679901|262.0|0.0|0.0|-90.0|Silicon Audio 213P40|2.39989875E8|1.0|m/s|50.0|2024-04-10T20:25:49.0000|2024-12-12T16:23:30.0000
4N|NJ11|00|BHE|40.59416|-74.75861|73.0|0.0|90.0|0.0|Silicon Audio 213P40|2.245779978E8|1.0|M/S|50.0|2024-04-11T19:55:36.0000|2024-12-10T19:35:44.0000
4N|NJ11|00|BHN|40.59416|-74.75861|73.0|0.0|0.0|0.0|Silicon Audio 213P40|2.284698174E8|1.0|M/S|50.0|2024-04-11T19:55:36.0000|2024-12-10T19:35:44.0000
4N|NJ11|00|BHZ|40.59416|-74.75861|73.0|0.0|0.0|-90.0|Silicon Audio 213P40|2.39989875E8|1.0|m/s|50.0|2024-04-11T19:55:36.0000|2024-12-10T19:35:44.0000
4N|NJ12|00|BHE|40.5772|-74.8603|70.0|0.0|90.0|0.0|Silicon Audio 213P40|2.245779978E8|1.0|M/S|50.0|2024-04-11T16:37:02.0000|2024-12-11T13:12:20.0000
4N|NJ12|00|BHN|40.5772|-74.8603|70.0|0.0|0.0|0.0|Silicon Audio 213P40|2.284698174E8|1.0|M/S|50.0|2024-04-11T16:37:02.0000|2024-12-11T13:12:20.0000
4N|NJ12|00|BHZ|40.5772|-74.8603|70.0|0.0|0.0|-90.0|Silicon Audio 213P40|2.39989875E8|1.0|m/s|50.0|2024-04-11T16:37:02.0000|2024-12-11T13:12:20.0000
4N|NJ13|00|BHE|40.5994|-74.6756|27.0|0.0|90.0|0.0|Silicon Audio 213P40|2.245779978E8|1.0|M/S|50.0|2024-04-11T21:48:30.0000|2024-12-11T17:45:26.0000
4N|NJ13|00|BHN|40.5994|-74.6756|27.0|0.0|0.0|0.0|Silicon Audio 213P40|2.284698174E8|1.0|M/S|50.0|2024-04-11T21:48:30.0000|2024-12-11T17:45:26.0000
4N|NJ13|00|BHZ|40.5994|-74.6756|27.0|0.0|0.0|-90.0|Silicon Audio 213P40|2.39989875E8|1.0|m/s|50.0|2024-04-11T21:48:30.0000|2024-12-11T17:45:26.0000
4N|NJ14|00|BHE|40.694444|-74.756389|157.886|0.0|90.0|0.0|Silicon Audio 213P40|2.245779978E8|1.0|M/S|50.0|2024-04-10T20:25:49.0000|2024-12-11T15:28:39.0000
4N|NJ14|00|BHN|40.694444|-74.756389|157.886|0.0|0.0|0.0|Silicon Audio 213P40|2.284698174E8|1.0|M/S|50.0|2024-04-10T20:25:49.0000|2024-12-11T15:28:39.0000
4N|NJ14|00|BHZ|40.694444|-74.756389|157.886|0.0|0.0|-90.0|Silicon Audio 213P40|2.39989875E8|1.0|m/s|50.0|2024-04-10T20:25:49.0000|2024-12-11T15:28:39.0000
4N|NJ15|00|HHE|40.687487|-74.750582|82.0|0.0|90.0|0.0||3.278688E8|1.0|M/S|100.0|2024-04-18T14:17:43.0000|2024-12-12T14:00:08.0000
4N|NJ15|00|HHN|40.687487|-74.750582|82.0|0.0|0.0|0.0||3.278688E8|1.0|M/S|100.0|2024-04-18T14:17:43.0000|2024-12-12T14:00:08.0000
4N|NJ15|00|HHZ|40.687487|-74.750582|82.0|0.0|0.0|-90.0||3.278688E8|1.0|M/S|100.0|2024-04-18T14:17:43.0000|2024-12-12T14:00:08.0000
4P|CRV2||HHE|38.949258|-77.10547|65.7|0.0|90.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2021-04-10T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRV2||HHN|38.949258|-77.10547|65.7|0.0|0.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2021-04-10T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRV2||HHZ|38.949258|-77.10547|65.7|0.0|0.0|-90.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2021-04-10T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRVL||HHE|38.949258|-77.10547|65.7|0.0|90.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-08-01T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRVL||HHN|38.949258|-77.10547|65.7|0.0|0.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-08-01T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRVL||HHZ|38.949258|-77.10547|65.7|0.0|0.0|-90.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-08-01T00:00:00.0000|2021-12-31T00:00:00.0000
4P|REST||HHE|38.972527|-77.337348|116.3|0.0|90.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-07-17T00:00:00.0000|2021-12-31T00:00:00.0000
4P|REST||HHN|38.972527|-77.337348|116.3|0.0|0.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-07-17T00:00:00.0000|2021-12-31T00:00:00.0000
4P|REST||HHZ|38.972527|-77.337348|116.3|0.0|0.0|-90.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-07-17T00:00:00.0000|2021-12-31T00:00:00.0000
4P|SUDB||BHE|38.990482|-77.046444|77.9|0.0|90.0|0.0|Nanometrics Trillium Horizon 120|1.9096507147296455E9|1.0|m/s|50.0|2020-07-27T00:00:00.0000|2020-12-07T16:32:00.0000
4P|SUDB||BHN|38.990482|-77.046444|77.9|0.0|0.0|0.0|Nanometrics Trillium Horizon 120|1.9096507147296455E9|1.0|m/s|50.0|2020-07-27T00:00:00.0000|2020-12-07T16:32:00.0000
4P|SUDB||BHZ|38.990482|-77.046444|77.9|0.0|0.0|-90.0|Nanometrics Trillium Horizon 120|1.9096507147296455E9|1.0|m/s|50.0|2020-07-27T00:00:00.0000|2020-12-07T16:32:00.0000
4P|SUDB||HHE|38.990482|-77.046444|77.9|0.0|90.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-12-07T16:32:00.0000|2021-12-31T00:00:00.0000
4P|SUDB||HHN|38.990482|-77.046444|77.9|0.0|0.0|0.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-12-07T16:32:00.0000|2021-12-31T00:00:00.0000
4P|SUDB||HHZ|38.990482|-77.046444|77.9|0.0|0.0|-90.0|Nanometrics Trillium Horizon 120|4.774126786824114E8|1.0|m/s|100.0|2020-12-07T16:32:00.0000|2021-12-31T00:00:00.0000
5H|ANNI||HHE|37.935001|-77.9655|93.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T22:30:00.0000|2017-12-05T16:51:59.0000
5H|ANNI||HHE|37.935001|-77.9655|93.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:52:00.0000|2018-11-13T17:59:59.0000
5H|ANNI||HHN|37.935001|-77.9655|93.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T22:30:00.0000|2017-12-05T16:51:59.0000
5H|ANNI||HHN|37.935001|-77.9655|93.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:52:00.0000|2018-11-13T17:59:59.0000
5H|ANNI||HHZ|37.935001|-77.9655|93.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T22:30:00.0000|2017-12-05T16:51:59.0000
5H|ANNI||HHZ|37.935001|-77.9655|93.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:52:00.0000|2018-11-13T17:59:59.0000
5H|BEAR||HHE|37.528999|-78.287003|107.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T18:00:00.0000|2017-12-06T16:04:59.0000
5H|BEAR||HHE|37.528999|-78.287003|107.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:05:00.0000|2018-09-26T19:59:59.0000
5H|BEAR||HHN|37.528999|-78.287003|107.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T18:00:00.0000|2017-12-06T16:04:59.0000
5H|BEAR||HHN|37.528999|-78.287003|107.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:05:00.0000|2018-09-26T19:59:59.0000
5H|BEAR||HHZ|37.528999|-78.287003|107.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T18:00:00.0000|2017-12-06T16:04:59.0000
5H|BEAR||HHZ|37.528999|-78.287003|107.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:05:00.0000|2018-09-26T19:59:59.0000
5H|BEAV||HHE|37.998402|-77.999298|118.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-08T17:30:00.0000|2017-12-05T19:15:59.0000
5H|BEAV||HHE|37.998402|-77.999298|118.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:16:00.0000|2018-10-09T18:59:59.0000
5H|BEAV||HHN|37.998402|-77.999298|118.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-08T17:30:00.0000|2017-12-05T19:15:59.0000
5H|BEAV||HHN|37.998402|-77.999298|118.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:16:00.0000|2018-10-09T18:59:59.0000
5H|BEAV||HHZ|37.998402|-77.999298|118.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-08T17:30:00.0000|2017-12-05T19:15:59.0000
5H|BEAV||HHZ|37.998402|-77.999298|118.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:16:00.0000|2018-10-09T18:59:59.0000
5H|BUCK||HHE|37.452|-78.663498|190.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-19T16:30:00.0000|2017-12-06T14:36:59.0000
5H|BUCK||HHE|37.452|-78.663498|190.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T14:37:00.0000|2018-11-14T16:59:59.0000
5H|BUCK||HHN|37.452|-78.663498|190.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-19T16:30:00.0000|2017-12-06T14:36:59.0000
5H|BUCK||HHN|37.452|-78.663498|190.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T14:37:00.0000|2018-11-14T16:59:59.0000
5H|BUCK||HHZ|37.452|-78.663498|190.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-19T16:30:00.0000|2017-12-06T14:36:59.0000
5H|BUCK||HHZ|37.452|-78.663498|190.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T14:37:00.0000|2018-11-14T16:59:59.0000
5H|COOP||HHE|37.960602|-77.921204|117.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T18:00:00.0000|2017-12-05T16:28:59.0000
5H|COOP||HHE|37.960602|-77.921204|117.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:29:00.0000|2018-01-11T23:59:59.0000
5H|COOP||HHN|37.960602|-77.921204|117.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T18:00:00.0000|2017-12-05T16:28:59.0000
5H|COOP||HHN|37.960602|-77.921204|117.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:29:00.0000|2018-01-11T23:59:59.0000
5H|COOP||HHZ|37.960602|-77.921204|117.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T18:00:00.0000|2017-12-05T16:28:59.0000
5H|COOP||HHZ|37.960602|-77.921204|117.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T16:29:00.0000|2018-01-11T23:59:59.0000
5H|DAVE||HHE|37.551201|-78.370102|130.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-21T16:00:00.0000|2017-12-06T15:36:59.0000
5H|DAVE||HHE|37.551201|-78.370102|130.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T15:37:00.0000|2018-06-06T23:59:59.0000
5H|DAVE||HHE|37.551201|-78.370102|130.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-06-07T00:00:00.0000|2018-11-14T18:59:59.0000
5H|DAVE||HHN|37.551201|-78.370102|130.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-21T16:00:00.0000|2017-12-06T15:36:59.0000
5H|DAVE||HHN|37.551201|-78.370102|130.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T15:37:00.0000|2018-06-06T23:59:59.0000
5H|DAVE||HHN|37.551201|-78.370102|130.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-06-07T00:00:00.0000|2018-11-14T18:59:59.0000
5H|DAVE||HHZ|37.551201|-78.370102|130.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-21T16:00:00.0000|2017-12-06T15:36:59.0000
5H|DAVE||HHZ|37.551201|-78.370102|130.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T15:37:00.0000|2018-06-06T23:59:59.0000
5H|DAVE||HHZ|37.551201|-78.370102|130.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-06-07T00:00:00.0000|2018-11-14T18:59:59.0000
5H|DEBI||HHE|37.922401|-78.099197|137.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T18:30:00.0000|2017-12-05T20:02:59.0000
5H|DEBI||HHE|37.922401|-78.099197|137.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T20:03:00.0000|2018-11-13T21:59:59.0000
5H|DEBI||HHN|37.922401|-78.099197|137.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T18:30:00.0000|2017-12-05T20:02:59.0000
5H|DEBI||HHN|37.922401|-78.099197|137.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T20:03:00.0000|2018-11-13T21:59:59.0000
5H|DEBI||HHZ|37.922401|-78.099197|137.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-15T18:30:00.0000|2017-12-05T20:02:59.0000
5H|DEBI||HHZ|37.922401|-78.099197|137.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T20:03:00.0000|2018-11-13T21:59:59.0000
5H|FORK||HHE|37.7425|-78.268799|122.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-28T18:30:00.0000|2017-12-06T19:12:59.0000
5H|FORK||HHE|37.7425|-78.268799|122.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:13:00.0000|2018-11-28T18:59:59.0000
5H|FORK||HHN|37.7425|-78.268799|122.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-28T18:30:00.0000|2017-12-06T19:12:59.0000
5H|FORK||HHN|37.7425|-78.268799|122.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:13:00.0000|2018-11-28T18:59:59.0000
5H|FORK||HHZ|37.7425|-78.268799|122.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-28T18:30:00.0000|2017-12-06T19:12:59.0000
5H|FORK||HHZ|37.7425|-78.268799|122.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:13:00.0000|2018-11-28T18:59:59.0000
5H|GATE||HHE|37.7887|-78.407402|110.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-09T15:30:00.0000|2017-12-06T18:41:59.0000
5H|GATE||HHE|37.7887|-78.407402|110.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T18:42:00.0000|2018-09-26T20:59:59.0000
5H|GATE||HHN|37.7887|-78.407402|110.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-09T15:30:00.0000|2017-12-06T18:41:59.0000
5H|GATE||HHN|37.7887|-78.407402|110.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T18:42:00.0000|2018-09-26T20:59:59.0000
5H|GATE||HHZ|37.7887|-78.407402|110.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-09T15:30:00.0000|2017-12-06T18:41:59.0000
5H|GATE||HHZ|37.7887|-78.407402|110.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T18:42:00.0000|2018-09-26T20:59:59.0000
5H|GOLD||HHE|37.683601|-78.368103|136.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T19:30:00.0000|2017-12-06T19:44:59.0000
5H|GOLD||HHE|37.683601|-78.368103|136.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:45:00.0000|2018-11-27T19:59:59.0000
5H|GOLD||HHN|37.683601|-78.368103|136.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T19:30:00.0000|2017-12-06T19:44:59.0000
5H|GOLD||HHN|37.683601|-78.368103|136.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:45:00.0000|2018-11-27T19:59:59.0000
5H|GOLD||HHZ|37.683601|-78.368103|136.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T19:30:00.0000|2017-12-06T19:44:59.0000
5H|GOLD||HHZ|37.683601|-78.368103|136.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T19:45:00.0000|2018-11-27T19:59:59.0000
5H|GOOD||HHE|37.603199|-78.644798|175.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-09-07T20:30:00.0000|2017-12-06T21:12:59.0000
5H|GOOD||HHE|37.603199|-78.644798|175.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T21:13:00.0000|2018-01-13T14:13:59.0000
5H|GOOD||HHE|37.603199|-78.644798|175.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2018-01-13T14:14:00.0000|2018-01-25T23:59:59.0000
5H|GOOD||HHE|37.603199|-78.644798|175.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-03-08T20:25:00.0000|2018-10-10T23:59:59.0000
5H|GOOD||HHN|37.603199|-78.644798|175.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-09-07T20:30:00.0000|2017-12-06T21:12:59.0000
5H|GOOD||HHN|37.603199|-78.644798|175.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T21:13:00.0000|2018-01-13T14:13:59.0000
5H|GOOD||HHN|37.603199|-78.644798|175.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2018-01-13T14:14:00.0000|2018-01-25T23:59:59.0000
5H|GOOD||HHN|37.603199|-78.644798|175.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-03-08T20:25:00.0000|2018-10-10T23:59:59.0000
5H|GOOD||HHZ|37.603199|-78.644798|175.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-09-07T20:30:00.0000|2017-12-06T21:12:59.0000
5H|GOOD||HHZ|37.603199|-78.644798|175.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T21:13:00.0000|2018-01-13T14:13:59.0000
5H|GOOD||HHZ|37.603199|-78.644798|175.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2018-01-13T14:14:00.0000|2018-01-25T23:59:59.0000
5H|GOOD||HHZ|37.603199|-78.644798|175.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2018-03-08T20:25:00.0000|2018-10-10T23:59:59.0000
5H|GREG||HHE|37.3825|-79.539299|291.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-24T17:30:00.0000|2017-12-04T19:17:59.0000
5H|GREG||HHE|37.3825|-79.539299|291.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-04T19:18:00.0000|2018-07-21T23:59:59.0000
5H|GREG||HHN|37.3825|-79.539299|291.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-24T17:30:00.0000|2017-12-04T19:17:59.0000
5H|GREG||HHN|37.3825|-79.539299|291.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-04T19:18:00.0000|2018-07-21T23:59:59.0000
5H|GREG||HHZ|37.3825|-79.539299|291.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-24T17:30:00.0000|2017-12-04T19:17:59.0000
5H|GREG||HHZ|37.3825|-79.539299|291.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-04T19:18:00.0000|2018-07-21T23:59:59.0000
5H|HOPK||HHE|37.963001|-78.018799|108.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-12T15:00:00.0000|2017-12-05T18:49:59.0000
5H|HOPK||HHE|37.963001|-78.018799|108.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T18:50:00.0000|2018-09-14T06:59:59.0000
5H|HOPK||HHN|37.963001|-78.018799|108.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-12T15:00:00.0000|2017-12-05T18:49:59.0000
5H|HOPK||HHN|37.963001|-78.018799|108.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T18:50:00.0000|2018-09-14T06:59:59.0000
5H|HOPK||HHZ|37.963001|-78.018799|108.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-12T15:00:00.0000|2017-12-05T18:49:59.0000
5H|HOPK||HHZ|37.963001|-78.018799|108.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T18:50:00.0000|2018-09-14T06:59:59.0000
5H|KNDY||HHE|37.5835|-78.466202|157.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T16:00:00.0000|2017-12-06T20:31:59.0000
5H|KNDY||HHE|37.5835|-78.466202|157.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T20:32:00.0000|2018-10-10T15:59:59.0000
5H|KNDY||HHN|37.5835|-78.466202|157.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T16:00:00.0000|2017-12-06T20:31:59.0000
5H|KNDY||HHN|37.5835|-78.466202|157.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T20:32:00.0000|2018-10-10T15:59:59.0000
5H|KNDY||HHZ|37.5835|-78.466202|157.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-23T16:00:00.0000|2017-12-06T20:31:59.0000
5H|KNDY||HHZ|37.5835|-78.466202|157.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T20:32:00.0000|2018-10-10T15:59:59.0000
5H|METL||HHE|37.889301|-77.969902|114.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T21:00:00.0000|2017-12-05T17:11:59.0000
5H|METL||HHE|37.889301|-77.969902|114.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:12:00.0000|2018-11-13T16:59:59.0000
