#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
4N|NJ10|40.817749|-74.679901|262.0|Black River Wildlife Management Area|2024-04-10T20:25:49.0000|2024-12-12T16:23:30.0000
4N|NJ11|40.59416|-74.75861|73.0|4N-NJ11|2024-04-11T19:55:36.0000|2024-12-10T19:35:44.0000
4N|NJ12|40.5772|-74.8603|70.0|4N-NJ12|2024-04-11T16:37:02.0000|2024-12-11T13:12:20.0000
4N|NJ13|40.5994|-74.6756|27.0|Ten Eyck Park|2024-04-11T21:48:30.0000|2024-12-11T17:45:26.0000
4N|NJ14|40.694444|-74.756389|157.886|Wayne Proerty|2024-04-10T20:25:49.0000|2024-12-11T15:28:39.0000
4N|NJ15|40.687487|-74.750582|82.0|Oldwick|2024-04-18T14:17:43.0000|2024-12-12T14:00:08.0000
4P|CRV2|38.949258|-77.10547|65.7|Carvel Road, Bethesda, MD|2021-04-10T00:00:00.0000|2021-12-31T00:00:00.0000
4P|CRVL|38.949258|-77.10547|65.7|Carvel Road, Bethesda, MD|2020-08-01T00:00:00.0000|2021-12-31T00:00:00.0000
4P|REST|38.972527|-77.337348|116.3|Northgate Square, Reston, VA|2020-07-17T00:00:00.0000|2021-12-31T00:00:00.0000
4P|SUDB|38.990482|-77.046444|77.9|Sudbury Road NW, Washington, DC|2020-07-27T00:00:00.0000|2021-12-31T00:00:00.0000
5H|ANNI|37.935001|-77.9655|93.0|Yanceyville, VA|2017-06-15T22:30:00.0000|2018-11-13T17:59:59.0000
5H|BEAR|37.528999|-78.287003|107.0|Cumberland S.F., VA|2017-03-30T18:00:00.0000|2018-09-26T19:59:59.0000
5H|BEAV|37.998402|-77.999298|118.0|Louisa, VA|2017-06-08T17:30:00.0000|2018-10-09T18:59:59.0000
5H|BUCK|37.452|-78.663498|190.0|Buckingham S.F., VA|2017-05-19T16:30:00.0000|2018-11-14T16:59:59.0000
5H|COOP|37.960602|-77.921204|117.0|Cuckoo, VA|2017-05-11T18:00:00.0000|2018-11-27T16:59:59.0000
5H|DAVE|37.551201|-78.370102|130.0|Dillwyn, VA|2017-04-21T16:00:00.0000|2018-11-14T18:59:59.0000
5H|DEBI|37.922401|-78.099197|137.0|Ferncliff, VA|2017-06-15T18:30:00.0000|2018-11-13T21:59:59.0000
5H|FORK|37.7425|-78.268799|122.0|Fork Union Military Academy, VA|2017-04-28T18:30:00.0000|2018-11-28T18:59:59.0000
5H|GATE|37.7887|-78.407402|110.0|Scottsville, VA|2017-06-09T15:30:00.0000|2018-09-26T20:59:59.0000
5H|GOLD|37.683601|-78.368103|136.0|Arvonia, VA|2017-06-23T19:30:00.0000|2018-11-27T19:59:59.0000
5H|GOOD|37.603199|-78.644798|175.0|Gooden Farm|2017-09-07T20:30:00.0000|2018-10-10T23:59:59.0000
5H|GREG|37.3825|-79.539299|291.0|Claytor Nature Study Center|2017-06-24T17:30:00.0000|2018-11-11T19:59:59.0000
5H|HOPK|37.963001|-78.018799|108.0|Louisa, VA|2017-05-12T15:00:00.0000|2018-09-14T06:59:59.0000
5H|KNDY|37.5835|-78.466202|157.0|Dillwyn, VA|2017-06-23T16:00:00.0000|2018-10-10T15:59:59.0000
5H|METL|37.889301|-77.969902|114.0|Louisa, VA|2017-05-11T21:00:00.0000|2018-11-13T16:59:59.0000
5H|NORA|37.920502|-77.983002|133.0|Yanceyville, VA|2017-06-16T15:00:00.0000|2018-08-28T16:59:59.0000
5H|PETT|37.978802|-77.812599|94.0|Fredericks Hall, VA|2017-04-29T17:30:00.0000|2018-10-09T16:59:59.0000
5H|PTTI|37.940399|-77.986198|98.0|Yanceyville, VA|2017-04-20T19:00:00.0000|2018-11-13T17:59:59.0000
5H|PWTN|37.533001|-77.986|99.0|Powhatan W.M.A., VA|2017-03-30T21:00:00.0000|2018-11-14T19:59:59.0000
5H|SHOE|37.972698|-78.0308|107.0|Louisa, VA|2017-04-29T15:00:00.0000|2018-11-13T20:59:59.0000
6E|WB24|38.423698|-87.981102|125.0|IL,USA|2014-05-08T00:00:00.0000|2016-05-01T23:59:59.0000
6E|WB25|38.4007|-87.910797|134.0|IL,USA|2014-05-09T00:00:00.0000|2016-05-01T23:59:59.0000
6E|WB26|38.377602|-87.855103|129.0|IN, USA|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB28|38.3466|-87.732903|123.0|IN, USA|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB29|38.315102|-87.714203|127.0|IN, USA|2014-05-15T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB30|38.279301|-87.658897|143.0|IN, USA|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB31|38.253799|-87.615402|135.0|IN, USA|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB32|38.237999|-87.564903|159.0|IN, USA|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB33|38.216|-87.522301|140.0|IN, USA|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB34|38.187801|-87.459702|138.0|IN, USA|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB35|38.1777|-87.396896|144.0|IN, USA|2014-05-12T00:00:00.0000|2016-02-04T23:59:59.0000
6E|WB36|38.142399|-87.318802|178.0|IN, USA|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB37|38.120098|-87.286201|149.0|IN, USA|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB38|38.069302|-87.209801|128.0|IN, USA|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB39|38.033501|-87.0718|131.0|IN, USA|2014-05-10T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB40|37.993099|-87.009598|158.0|IN, USA|2014-05-10T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB41|37.929798|-86.923302|119.0|KY, USA|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB42|37.897499|-86.824799|147.0|KY, USA|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB43|37.8437|-86.741699|156.0|KY, USA|2014-05-10T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB44|37.798599|-86.614098|221.0|KY, USA|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB45|37.723099|-86.522598|176.0|KY, USA|2014-05-08T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB46|38.410999|-87.752899|129.0|MCHS, IL, USA|2014-10-24T00:00:00.0000|2016-12-31T23:59:59.0000
6O|OHIO|40.9984|-83.0133|225.0|OHIO|2016-06-01T00:00:00.0000|2025-12-31T00:00:00.0000
6O|SHOE|40.002902|-83.01979|225.0|SHOE|2016-06-01T00:00:00.0000|2025-12-31T00:00:00.0000
7A|ADAO|40.718102|-83.818298|314.0|Ada, Ohio USA|2015-06-28T00:00:00.0000|2016-10-24T23:59:59.0000
7A|ALMA|39.4048|-80.836403|233.0|Alma, West Virginia USA|2014-11-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|AZZI|40.366402|-82.919098|294.0|Ashley, Ohio USA|2014-10-25T00:00:00.0000|2016-10-24T23:59:59.0000
7A|BARB|37.990799|-78.085297|84.0|Louisa, Virginia USA|2013-10-25T00:00:00.0000|2016-10-24T23:59:59.0000
7A|BDEG|37.331501|-77.208298|-21.0|Charles Lake, Virginia USA|2013-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|CABN|38.719898|-79.4412|910.0|Riverton, West Virginia USA|2013-10-25T00:00:00.0000|2016-10-24T23:59:59.0000
7A|CAKE|38.5182|-79.3004|640.0|Sugar Grove, West Virginia USA|2015-07-01T00:00:00.0000|2016-10-24T23:59:59.0000
7A|CDRF|39.455502|-81.052399|282.0|Friendly, West Virginia USA|2014-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|DENI|40.082901|-82.526901|315.0|Denison University at Granville, Ohio USA|2015-06-25T00:00:00.0000|2016-10-24T23:59:59.0000
7A|FOXP|38.627102|-79.245399|485.0|Brandywine, West Virginia USA|2014-11-22T00:00:00.0000|2016-10-24T23:59:59.0000
7A|INTX|38.404701|-78.586098|320.0|Elkton, Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|JSPR|38.637001|-79.332397|527.0|Franklin, West Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|KENT|40.626499|-83.635201|296.0|Kenton, Ohio USA|2015-06-28T00:00:00.0000|2016-10-24T23:59:59.0000
7A|LADY|38.505901|-78.764603|401.0|Linville, Virginia USA|2013-10-23T00:00:00.0000|2016-10-24T23:59:59.0000
7A|LBDL|37.800098|-77.639801|48.0|Montpelier, Virginia USA|2013-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|MOLE|38.491299|-79.017303|487.0|Hinton, Virginia USA|2015-07-01T00:00:00.0000|2016-10-24T23:59:59.0000
7A|MUSK|39.997601|-81.736801|0.0|Muskingum University, New Concord, Ohio USA|2014-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|NAZF|39.380199|-80.639801|0.0|Center Point, West Virginia USA|2014-10-23T00:00:00.0000|2016-10-24T23:59:59.0000
7A|PETO|39.160198|-80.329498|0.0|Lost Creek, West Virginia USA|2014-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|PVGR|39.571499|-81.382103|0.0|Lower Salem, Ohio USA|2014-10-24T00:00:00.0000|2016-10-24T23:59:59.0000
7A|RTSN|38.944099|-79.5812|949.0|Coon Bone Island, West Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|SUSI|40.4291|-83.181801|0.0|Prospect, Ohio USA|2014-10-25T00:00:00.0000|2016-10-24T23:59:59.0000
7A|TRTF|38.564602|-78.966301|437.0|Little North Mountain, Virginia USA|2013-10-26T00:00:00.0000|2015-07-25T23:59:59.0000
7A|WINE|38.1591|-78.319801|119.0|Liberty, Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|WIRE|38.854301|-79.8367|613.0|Hazelwood, West Virginia USA|2014-07-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|WLFT|38.165699|-78.1437|110.0|Gordonsville, Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|WTMN|38.296501|-78.476501|178.0|Standardsville, Virginia USA|2013-10-26T00:00:00.0000|2016-10-24T23:59:59.0000
7A|YLDA|37.8643|-77.843903|63.0|Jackson, Virginia USA|2013-10-25T00:00:00.0000|2016-10-24T23:59:59.0000
CO|BIRD|34.645|-80.4615|132.0|Birdtown, Kershaw, SC, USA|2010-08-25T00:00:00.0000|
CO|CASEE|34.993|-82.9317|385.0|Lake Jocassee, SC, USA|2009-12-07T00:00:00.0000|
CO|CSB|32.98698|-80.071545|6.0|Charleston Southern University, Charleston, SC, USA|2009-04-13T00:00:00.0000|
CO|HAW|33.3612|-81.6097|112.0|Hawthorne Fire Tower, SC, USA|2010-03-11T00:00:00.0000|
CO|HODGE|34.2315|-82.2586|151.0|Hodges, SC, USA|2010-03-25T00:00:00.0000|
CO|JKYD|34.1805|-80.7392|95.45|Elgin SC|2022-10-18T00:00:00.0000|2023-05-23T14:30:00.0000
CO|JSC|34.2818|-81.25966|103.0|Jenkinsville, South Carolina|2009-04-13T00:00:00.0000|
CO|PAULI|34.82097|-81.8144|179.0|Pauline, SC, USA|2011-04-26T00:00:00.0000|
CO|SUMMV|33.0658|-80.2738|17.1|Summerville Airport, SC, USA|2015-04-21T00:00:00.0000|
CO|TEEBA|32.8975|-80.1911|11.22|Mateeba, Summerville SC|2018-04-25T00:00:00.0000|
ET|CPCT|35.45|-84.522|275.0|Cooper Cave,TN|2003-03-24T00:00:00.0000|
ET|FPAL|34.54|-85.611|556.0|Fort Payne,AL|2009-08-05T00:00:00.0000|
ET|GFM|36.111|-81.807|1726.0|Grandfather Mountain,NC|1982-04-30T00:00:00.0000|
ET|S1NC|36.4787|-81.09453|874.0|Sparta, NC aftershock station S1NC|2020-08-10T18:30:00.0000|2020-11-18T18:47:50.0000
ET|S2NC|36.46379|-81.14582|934.0|Sparta, NC aftershock station S2NC|2020-08-10T20:35:00.0000|2020-11-18T15:37:38.0000
ET|S3NC|36.46326|-81.06903|840.0|Sparta, NC aftershock station S3NC|2020-08-11T14:52:00.0000|2020-11-18T17:08:48.0000
ET|S4NC|36.49817|-81.07491|917.0|Sparta, NC aftershock station S4NC|2020-08-11T21:02:00.0000|2020-08-12T15:54:00.0000
ET|S5NC|36.50426|-81.07888|866.0|Sparta, NC aftershock station S5NC|2020-08-12T16:00:00.0000|2021-11-01T19:00:00.0000
ET|SWET|35.216|-85.932|581.0|Sewanee,TN|2000-05-15T00:00:00.0000|
ET|UOM1|37.972|-77.894997|140.0|0|2011-08-24T00:00:00.0000|2011-11-10T00:00:00.0000
ET|UOM2|37.848|-77.869003|140.0|0|2011-08-24T00:00:00.0000|2011-11-10T00:00:00.0000
ET|UOM3|37.943001|-77.863998|140.0|0|2011-08-25T00:00:00.0000|2011-11-10T00:00:00.0000
ET|UOM4|37.949001|-78.026001|140.0|0|2011-08-29T00:00:00.0000|2011-11-10T00:00:00.0000
GM|S1AL|31.0368|-87.210117|51.5|AL/FL temporary seismic deployment - Alabama Site #1|2019-03-26T15:00:00.0000|2019-07-30T15:11:00.0000
GM|S2AL|31.00795|-87.224883|35.4|AL/FL temporary seismic deployment - Alabama Site #2|2019-03-26T21:00:00.0000|2019-05-02T13:00:00.0000
GM|S3AL|31.132433|-87.26325|85.6|AL/FL temporary seismic deployment - Alabama Site #3|2019-05-02T17:00:00.0000|2019-07-30T15:49:00.0000
GS|CVRD|38.0686|-77.808098|100.1|Virginia aftershock response|2011-08-20T00:00:00.0000|2012-09-21T00:00:00.0000
GS|LWRD|38.077122|-77.750076|120.0|Lewiston Rd, Bumpass, VA 23024 USA|2011-08-25T00:00:00.0000|2012-03-22T00:00:00.0000
GS|NJ01|40.704442|-74.757121|188.0|Tewksbury 1 New Jersey|2024-04-09T00:00:00.0000|
GS|NJ02|40.64948|-74.682068|33.0|Bedminster 1 New Jersey|2024-04-10T12:00:00.0000|
GS|NJ03|40.619247|-74.773562|67.0|Whitehouse Station 1 New Jersey|2024-04-10T12:00:00.0000|
GS|NJ04|40.646047|-74.924055|87.0|Spruce Run Reservoir 1 New Jersey|2024-04-11T12:00:00.0000|
GS|NJ05|40.746389|-74.836944|155.0|Califon 1 New Jersey|2024-04-11T12:00:00.0000|
GS|OH01|39.382935|-81.362816|277.0|Swartz Rd, Reno, Ohio,   USA|2012-01-19T00:00:00.0000|2012-11-14T00:00:00.0000
GS|ORRD|38.04422|-77.790771|104.0|Ordinary Road, Mineral, VA 23117 USA|2011-08-30T00:00:00.0000|2012-03-23T00:00:00.0000
GS|PTRD|38.11956|-77.622711|75.0|Partlow Road, Spotsylvania, VA 22551 USA|2011-08-26T00:00:00.0000|2012-09-19T00:00:00.0000
GS|SPFD|38.13533|-77.521057|79.0|Fire Department, Spotsylvania, VA 22551 USA|2011-08-28T00:00:00.0000|2012-03-22T00:00:00.0000
GS|SPRD|38.023399|-77.879951|110.0|Spring Rd, Mineral, VA 23117 USA|2011-08-24T00:00:00.0000|2012-09-20T00:00:00.0000
IM|TKL|35.658001|-83.774002|351.0|Tuckaleechee Caverns, TN, USA|1995-05-15T00:00:00.0000|
IU|SSPA|40.6358|-77.8876|270.0|Standing Stone, Pennsylvania|1994-12-01T00:00:00.0000|2010-09-26T00:00:00.0000
IU|SSPA|40.6358|-77.8876|270.0|Standing Stone, Pennsylvania|2010-09-27T00:00:00.0000|
IU|WCI|38.2289|-86.2939|210.0|Wyandotte Cave, Indiana, USA|1997-07-17T00:00:00.0000|
IU|WVT|36.1297|-87.83|170.0|Waverly, Tennessee, USA|1997-04-16T00:00:00.0000|
KY|MCKY|37.166845|-86.080549|254.0|Miller Avenue, Mammoth Cave, Barren County, Kentucky, USA|2023-02-08T15:45:56.5820|
KY|WLKY|37.91524|-83.25076|282.0|West Liberty Airport, West Liberty, Kentucky|2021-06-24T16:00:00.0000|
LD|BRNJ|40.682695|-74.565742|50.0|Basking Ridge, New Jersey|1999-11-08T00:00:00.0000|
LD|FMMC|40.1376|-76.2585|101.2|Franklin & Marshall College/Millport Conservancy, PA|2017-08-17T18:50:00.0000|
LD|FMPA|40.0478|-76.3208|121.0|Franklin and Marshall College, PA|2005-02-22T00:00:00.0000|2016-09-30T00:00:00.0000
LD|GCMD|39.5624|-79.3382|794.8|Garrett College, McHenry, MD|2018-06-26T00:00:00.0000|
LD|GEDE|39.811298|-75.635803|105.0|Greenville, DE, USA|2016-02-01T00:00:00.0000|
LD|LUPA|40.5987|-75.3718|255.0|Lehigh University, PA|2001-01-01T00:00:00.0000|
LD|MIDE|38.879902|-75.3256|5.0|Milford, DE, USA|2016-02-01T00:00:00.0000|2016-10-26T17:24:00.0000
LD|MSNJ|40.884106|-74.181537|132.0|Montclair State University, NJ|2007-03-26T00:00:00.0000|2020-07-22T00:00:00.0000
LD|MVL|39.999395|-76.348888|106.0|Millersville University, PA|2001-02-12T00:00:00.0000|
LD|PANJ|40.3769|-74.7029|100.0|Princeton, NJ|2008-02-16T00:00:00.0000|
LD|RAMP6|40.664439|-74.756794|100.0|Oldwick Quarry, NJ|2024-04-06T00:00:00.0000|
LD|SDMD|39.4102|-76.8403|212.0|Soldier's Delight, Maryland|2001-11-01T00:00:00.0000|
LD|TUPA|40.16625|-75.18642|112.0|Temple University, Pennsylvania|2010-05-07T00:00:00.0000|
LD|WADE|38.67942|-75.249611|11.4|Warrington Farm, Harbeson, DE|2018-06-27T00:00:00.0000|
LD|WUPA|39.932417|-75.605983|86.0|West Chester University, Pennsylvania|2014-07-01T00:00:00.0000|
MU|EARS|39.791832|-81.523888|307.0|Noble|2016-01-01T00:00:00.0000|
MU|MUB2|40.083454|-80.900246|384.0|Belmont|2016-01-01T00:00:00.0000|
MU|MUG1|40.11121|-81.293472|368.0|Guernsy|2016-01-01T00:00:00.0000|
MU|MUH1|40.228176|-81.14579|365.0|Harrison|2016-01-01T00:00:00.0000|
MU|MUM1|39.647511|-81.153023|310.0|Monroe|2017-01-01T00:00:00.0000|2022-05-04T00:00:00.0000
MU|P49A|39.534199|-84.7164|272.0|Miami Univ. Ecology Research Center, OH, USA|2018-09-28T00:00:00.0000|
N4|152A|32.6686|-84.7188|214.0|Waverly Hall, GA, USA|2014-02-03T00:00:00.0000|
N4|154A|32.6131|-83.1066|111.0|Montrose, GA, USA|2014-02-10T00:00:00.0000|
N4|250A|31.9778|-86.2677|152.0|Grady, AL, USA|2013-12-16T00:00:00.0000|
N4|255A|31.9263|-82.4758|45.0|Hazlehurst, GA, USA|2014-02-03T00:00:00.0000|2018-09-18T23:59:59.0000
N4|257A|31.9746|-81.0261|9.0|Skidaway Island, Savannah, GA, USA|2014-01-21T00:00:00.0000|
N4|352A|31.4793|-84.9274|93.1|Blakely, GA, USA|2014-02-03T00:00:00.0000|
N4|KMSC|35.142|-81.3333|240.0|Kings Moutain, Blacksburg, SC, USA|2018-08-15T00:00:00.0000|
N4|N47A|40.8801|-85.6942|252.0|Urbana, IN, USA|2014-05-12T00:00:00.0000|
N4|N49A|40.922|-84.1825|225.0|Columbus Grove, OH, USA|2014-05-11T00:00:00.0000|
N4|N51A|40.9183|-82.3748|343.0|Ashland, OH, USA|2013-02-01T00:00:00.0000|
N4|N53A|40.8065|-80.8377|360.0|Lisbon, OH, USA|2014-10-24T00:00:00.0000|
N4|N58A|40.8396|-76.7158|200.0|Sunbury, PA, USA|2015-05-14T00:00:00.0000|
N4|O48B|40.2571|-85.1553|300.0|Farmland, IN, USA|2019-02-12T00:00:00.0000|
N4|O49A|40.188|-84.3353|292.0|Covington, OH, USA|2014-05-08T00:00:00.0000|
N4|O52A|40.1158|-81.8361|331.0|Adamsville, OH, USA|2014-12-01T00:00:00.0000|
N4|O54A|40.1821|-80.3778|357.0|Avella, PA, USA|2014-11-24T00:00:00.0000|
N4|P46A|39.6178|-87.2067|194.0|Rosedale, IN, USA|2013-12-20T00:00:00.0000|
N4|P48A|39.4605|-85.4258|300.0|Milroy, IN, USA|2014-05-02T00:00:00.0000|
N4|P51A|39.4818|-83.060097|211.0|Williamsport, OH, USA|2014-12-01T00:00:00.0000|2018-09-27T23:59:59.0000
N4|P53A|39.4868|-81.3896|270.0|Whipple, OH, USA|2014-11-24T00:00:00.0000|
N4|P57A|39.4835|-78.0126|191.0|Homestead Farm, Martinsburg, WV, USA|2013-05-01T00:00:00.0000|
N4|P61A|39.6734|-74.7919|22.0|Hammonton, NJ, USA|2013-05-01T00:00:00.0000|
N4|Q51A|39.026|-83.3456|362.0|Peebles, OH, USA|2014-05-21T00:00:00.0000|
N4|Q52A|38.9622|-82.2669|228.0|Bidwell, OH, USA|2014-12-01T00:00:00.0000|
N4|Q54A|38.9836|-80.8338|254.0|Coxs Mills, WV, USA|2013-01-01T00:00:00.0000|
N4|Q56A|39.0401|-79.1871|430.0|Snyder Ridge, Maysville, WV, USA|2013-05-23T00:00:00.0000|
N4|R49A|38.2916|-85.1714|251.0|Shelbyville, KY, USA|2014-04-23T00:00:00.0000|
N4|R50A|38.2816|-84.3274|255.0|Paris, KY, USA|2014-04-23T00:00:00.0000|
N4|R53A|38.3307|-81.952202|294.0|Hurricane, WV, USA|2014-12-09T00:00:00.0000|2018-03-09T23:59:59.0000
N4|R55A|38.2825|-80.1195|833.0|Marlinton, WV, USA|2015-05-01T00:00:00.0000|
N4|R58B|37.9636|-77.8787|116.0|Mineral, VA, USA|2015-04-28T00:00:00.0000|
N4|R61A|38.3303|-75.339|76.0|Willards, MD, USA|2013-05-27T00:00:00.0000|
N4|S51A|37.6392|-83.5935|286.0|Beattyville, KY, USA|2014-04-21T00:00:00.0000|
N4|S54A|37.7997|-81.3114|636.0|Dingess, Beckley, WV, USA|2015-04-28T00:00:00.0000|
N4|S57A|37.7605|-78.9536|264.0|Dark Hallow, Roseland, VA, USA|2013-03-01T00:00:00.0000|
N4|S61A|37.6804|-75.6727|58.0|Accomac, VA, USA|2013-05-01T00:00:00.0000|
N4|SFIN|40.379|-87.0967|165.0|Lafayette, IN, USA|2015-07-01T00:00:00.0000|
N4|T47A|36.9881|-87.1055|217.0|Sharon Grove, KY, USA|2013-12-16T00:00:00.0000|
N4|T50A|37.0204|-84.8384|302.0|Nancy, KY, USA|2014-04-17T00:00:00.0000|
N4|T57A|36.9983|-79.2538|230.0|Hurt, VA, USA|2013-03-01T00:00:00.0000|
N4|T59A|36.9716|-77.5541|63.0|Double 'B' Farms, VA, USA|2013-03-01T00:00:00.0000|
N4|T60A|37.139702|-76.734901|11.0|Surry, VA, USA|2015-04-23T00:00:00.0000|2018-03-15T23:59:59.0000
N4|TIGA|31.4389|-83.5898|109.0|Tifton, GA, USA|2015-07-17T00:00:00.0000|
N4|U49A|36.5129|-85.7796|234.0|Red Boiling Springs, TN, USA|2014-02-24T00:00:00.0000|
N4|U54A|36.5209|-81.8204|837.0|Nelson's Funny Farm, Mountain City, TN, USA|2015-04-13T00:00:00.0000|
N4|U56A|36.3472|-80.3829|363.0|King, NC, USA|2013-04-01T00:00:00.0000|
N4|U59A|36.3526|-77.792503|99.0|Littleton, NC, USA|2015-02-02T00:00:00.0000|2018-03-13T23:59:59.0000
N4|V48A|35.74|-86.8219|278.0|Smith Brothers Farm, Spring Hill, TN, USA|2013-12-16T00:00:00.0000|
N4|V51A|35.803299|-84.351097|243.0|Loudon, TN, USA|2014-03-10T00:00:00.0000|2018-03-07T23:59:59.0000
N4|V52A|35.841702|-83.595901|328.0|Sevierville, TN, USA|2014-03-08T00:00:00.0000|2018-08-20T23:59:59.0000
N4|V53A|35.6694|-82.8124|681.0|Sandy Mush, NC, USA|2014-03-14T00:00:00.0000|
N4|V55A|35.8518|-81.2149|313.0|Morning Dew, Taylorsville, NC, USA|2014-12-19T00:00:00.0000|
N4|V58A|35.794|-79.115|127.0|WIndy Hill, Pittsboro, NC, USA|2015-02-05T00:00:00.0000|
N4|V61A|35.7912|-76.5776|4.0|Roper, NC, USA|2013-03-01T00:00:00.0000|
N4|W50A|35.2002|-85.3119|587.0|Signal Mountain, TN, USA|2014-03-09T00:00:00.0000|
N4|W52A|35.0935|-83.9277|519.0|Murphy, NC, USA|2014-03-11T00:00:00.0000|
N4|W57A|35.1529|-79.9928|85.0|Gilead, NC, USA|2015-01-30T00:00:00.0000|
N4|W59A|35.1673|-78.443|60.0|Clinton, NC, USA|2013-03-01T00:00:00.0000|
N4|X48A|34.4517|-87.0452|180.0|Hartselle, AL, USA|2013-12-16T00:00:00.0000|
N4|X51A|34.5658|-84.8574|214.0|Calhoun, GA, USA|2014-04-12T00:00:00.0000|
N4|X58A|34.5548|-79.3388|45.0|Rowland, NC, USA|2013-02-01T00:00:00.0000|
N4|Y49A|33.8577|-86.4119|362.0|Blount Mountain, AL, USA|2013-12-16T00:00:00.0000|
N4|Y52A|33.864|-84.0626|286.0|Lilburn, GA, USA|2014-05-25T00:00:00.0000|
N4|Y57A|34.017|-80.3915|56.0|Sumter, SC, USA|2013-02-01T00:00:00.0000|
N4|Y58A|33.9057|-79.6665|19.0|Scranton, SC, USA|2013-02-01T00:00:00.0000|
N4|Y59A|33.9897|-78.873703|2.0|Loris, SC, USA|2015-01-25T00:00:00.0000|2016-12-13T23:59:59.0000
N4|Y60A|34.0046|-78.2163|7.0|Bolivia, NC, USA|2015-01-30T00:00:00.0000|
N4|Z51A|33.3167|-85.174698|249.0|Franklin, GA, USA|2013-12-16T00:00:00.0000|2018-03-05T23:59:59.0000
N4|Z56A|33.325298|-81.368698|81.0|Williston, SC, USA|2015-01-20T00:00:00.0000|2015-03-06T23:59:59.0000
NM|BLO|39.1719|-86.5222|246.0|Bloomington, IN|1998-03-27T00:00:00.0000|
NM|CLTN|36.09115|-86.3315|208.0|Cedars of Lebanon,TN|2013-01-25T00:00:00.0000|
NM|USIN|37.965|-87.666|170.7|Univ. of Southern Indiana, Evansville, IN|2002-10-23T00:00:00.0000|
NM|WM2|36.17915|-86.93526|124.0|Bells Bend, TN, blast monitor|2024-07-02T16:30:00.0000|
OH|BSPO|40.04307|-81.009361|363.0|Barkcamp State Park|2018-04-30T00:00:00.0000|
OH|CHWO|38.93602|-82.526105|231.0|Cooper Hollow Wildlife|2018-06-08T00:00:00.0000|
OH|CPOH|38.8401|-83.5776|289.0|Chapparal Prarie Wildlife Area|2019-08-26T12:00:00.0000|
OH|DSFO|38.690952|-82.616898|296.4|Dean State Forest|2021-10-19T00:00:00.0000|
OH|FOXO|39.304695|-82.187988|261.2|Fox Lake Wildlife Area|2021-10-27T00:00:00.0000|
OH|KDOH|40.719081|-83.369445|275.0|Killdeer Plains Wildlife Area|2019-08-08T00:00:00.0000|
OH|KLOH|40.195247|-83.966073|350.5|Kiser Lake State Park|2019-07-09T00:00:00.0000|
OH|KLSO|40.1968|-83.971001|350.5|Kiser Lake State Park|2016-06-01T00:00:00.0000|2019-07-09T00:00:00.0000
OH|MFOH|40.654884|-82.381572|374.0|Malabar Farms State Park|2019-07-02T00:00:00.0000|
OH|MWLO|40.503165|-84.568906|266.0|Mercer Wildlife Area |2018-05-09T00:00:00.0000|
OH|O53A|40.249298|-81.212898|320.0|New Philadelphia, OH, USA|2012-12-13T00:00:00.0000|
OH|P51A|39.4818|-83.060097|211.0|Williamsport, OH, USA|2018-09-28T00:00:00.0000|
OH|P52A|39.633701|-82.1325|293.0|Corning, OH, USA|2012-07-24T00:00:00.0000|2022-08-11T12:00:00.0000
